秦恒平,1935-12-21,
長谷川時雨,1879-10-1,1941-8-22
馳星周,1965-2-18,
橋口いくよ,1974-2-17,
萩原葉子,1920-9-4,2005-7-1
法月綸太郎,1964-10-15,
野村胡堂,1882-10-15,1963-4-14
野間宏,1915-2-23,1991-1-2
乃南アサ,1960-8-19,
野沢尚,1960-5-7,2004-6-28
野坂昭如,1930-10-10,
ねじめ正一,--,
貫井徳郎,1968-2-25,
丹羽文雄,1904-11-22,2005-4-20
楡周平,1957-10-12,
西村寿行,1930-11-3,2007-8-23
西村京太郎,1930-9-6,
西澤保彦,1960-12-25,
西木正明,1940-5-25,
仁木悦子,1928-3-7,1986-11-23
新津きよみ,1957-5-4,
南里征典,1939-8-24,2008-1-18
南部修太郎,1892-10-12,1936-6-22
難波利三,1936-9-25,
南條範夫,1908-11-14,2004-10-30
南條範夫,2004-10-30,
鳴海丈,1955-10-30,
夏樹静子,1938-12-21,1937-4-26
なだいなだ,1929-6-8,
那須田淳,1959-6-20,
南木佳士,1951-10-13,
永山則夫,1949-6-27,1997-8-1
中山千夏,1948-7-13,
中山義秀,1900-10-5,1969-8-19
中村文則,1977-9-2,
中村真一郎,1918-3-5,1997-12-25
中村うさぎ,1958-2-27,
中村彰彦,1949-6-23,
中原昌也,1970-6-4,
長野まゆみ,1959-8-13,
中野武彦,2004-9-5,
中野重治,1902-1-25,1979-8-24
中野孝次,1925-1-1,2004-7-16
なかにし礼,1938-9-2,
中津文彦,1941-12-23,
中薗英助,2002-4-9,
中島らも,1952-4-3,2004-7-26
長嶋有,1972-9-30,
中島みゆき,1952-2-23,
中嶋博行,1955-9-12,
中島敦,1909-5-5,1942-12-4
中沢けい,1959-10-6,
中里恒子,1909-12-23,1987-4-5
中河与一,1897-2-28,1994-12-12
中上健次,1946-8-2,1992-8-12
永井路子,1925-3-31,
中井英夫,1922-9-17,1993-12-10
長井彬,1924-11-18,2002-5-25
長井彬,2002-5-25,
直木三十五,1891-2-12,1934-2-24
鳥越碧,1944-5-17,
豊田有恒,1938-5-25,
豊島与志雄,1890-11-27,1955-6-18
伴野朗,1936-7-16,2004-2-27
富田常雄,1904-1-1,1967-10-16
富島健夫,1931-10-25,1998-2-5
富岡多恵子,1935-7-28,
鳥羽亮,1946-8-31,
外村繁,1902-12-23,1961-7-28
豊島ミホ,1982-2-15,
徳永直,1899-1-20,1958-2-15
戸川幸夫,1912-4-15,2004-5-1
童門冬二,1927-10-19,
堂場瞬一,1963-5-21,
藤堂志津子,1949-3-14,
東郷隆,1951-12-16,
戸板康二,--,
天藤真,1915-8-8,1983-1-25
天童荒太,1960-5-8,
典厩五郎,1939-9-16,
寺内大吉,1921-10-6,2008-9-6
津本陽,1929-3-23,
津村秀介,1933-12-7,2000-9-28
坪内逍遥,1859-6-22,
壺井栄,1899-8-5,1967-6-23
角田喜久雄,1906-5-25,1994-3-26
都筑道夫,1929-7-6,2003-11-27
土屋隆夫,1917-1-25,
津島佑子,1947-3-30,
辻原登,1945-12-15,
辻真先,1932-3-23,
辻仁成,1959-10-4,
辻邦生,1925-9-24,1999-7-29
柘植久慶,1942-6-21,
つかこうへい,1948-4-24,
陳舜臣,1924-2-18,
近松秋江,1876-5-4,1944-4-23
檀一雄,1912-2-3,1976-1-2
団鬼六,1931-4-16,
多和田葉子,1960-3-23,
田山花袋,1872-1-22,
田村俊子,1884-4-25,1945-4-16
田村泰次郎,1911-11-30,1983-11-2
田宮虎彦,1911-8-5,1988-4-9
玉岡かおる,1956-11-6,
谷山浩子,1956-8-29,
谷山浩子,2007-8-1,
谷村志穂,1962-10-29,
谷崎精二,1890-12-19,1971-12-14
谷甲州,1951-3-30,
田辺聖子,1928-3-27,
田中雅美,1979-1-5,
田中啓文,1962-11-9,
田中啓文,1999-9-5,
田中英光,1913-1-10,1949-11-3
田中哲弥,1963-1-27,
田中光二,1941-2-14,
立松和平,1947-12-15,
立原正秋,1926-1-6,1980-8-12
多島斗志之,1948-10-24,
竹西寛子,1929-4-11,
竹山道雄,1903-7-17,1984-6-15
竹本健治,1954-9-17,
武田麟太郎,1904-5-9,1946-3-31
武田泰淳,1912-2-12,1976-10-5
田久保英夫,1928-1-25,2001-4-14
田口ランディ,1959-10-3,
滝本竜彦,1978-9-20,
滝口康彦,1924-3-13,2004-6-9
多岐川恭,1920-1-7,1994-12-31
高村薫,1953-2-6,
高橋義夫,1945-5-25,
高橋三千綱,1948-1-5,
高橋源一郎,1951-1-1,
高橋揆一郎,1928-4-10,2007-1-31
高橋克彦,1947-8-6,
高橋和巳,1931-8-31,1971-5-3
高橋治,1929-5-23,
高野和明,1964-10-26,
高千穂遙,1951-11-7,
高杉良,1939-1-25,
高里椎奈,1976-12-27,
高樹のぶ子,1946-4-9,
高木彬光,1920-9-25,1995-9-9
高井有一,1932-4-27,
大道珠貴,1966-4-10,
草野唯雄,1915-10-21,
宗田理,1928-5-8,
瀬名秀明,1968-1-17,
瀬戸内寂聴,1922-5-15,
清涼院流水,1974-8-9,
青来有一,1958-12-13,
住井すゑ,1902-1-7,1997-6-16
鈴木清剛,1970-5-11,
鈴木光司,1957-5-13,
鈴木輝一郎,1960-7-24,
鈴木英治,1960-12-27,
杉本苑子,1925-6-26,
杉本章子,1953-5-28,
杉浦明平,1913-6-9,2001-3-14
菅浩江,1963-4-21,
末永直海,1962-5-12,
雫井脩介,1968-11-14,
真保裕一,1961-5-24,
陣出達朗,1907-2-14,1986-4-19
神西清,1903-11-15,1957-3-11
新宮正春,1935-1-1,2004-8-28
新宮正春,2004-8-28,
素木しづ,1895-3-26,1918-1-27
白井喬二,1889-9-1,1980-11-9
庄野潤三,1921-2-9,
庄司薫,1937-4-19,
城昌幸,1904-6-10,1976-11-27
殊能将之,1964-1-19,
朱川湊人,1963-1-7,
笙野頼子,1956-3-16,
下村湖人,1884-10-3,1955-4-20
志茂田景樹,1940-3-25,
志茂田景樹,--,
清水義範,1947-10-28,
清水博子,1968-6-2,
志水辰夫,1936-12-17,
島村洋子,2006-11-27,2007-1-25
島村洋子,2006-12-15,
島村利正,1912-3-25,1981-11-25
島本理生,1983-5-18,
島田雅彦,1961-3-13,
島田荘司,1948-10-12,
島田一男,1907-4-13,1996-6-16
島木健作,1903-9-7,1945-8-17
島尾敏雄,1917-4-18,1986-11-12
柴田よしき,1959-10-14,
柴崎友香,1973-10-20,
芝木好子,1914-5-7,1991-8-25
篠田節子,1955-10-23,
獅子文六,1893-7-1,1969-12-13
重松清,1963-3-6,
式貴士,1933-2-6,1991-2-18
志賀貢,1935-6-10,
塩野七生,1937-7-7,
椎名誠,1944-6-14,
寒川光太郎,1908-1-1,1977-1-25
佐野洋,1928-5-22,
佐藤友哉,1980-12-7,
佐藤雅美,1941-1-14,
佐藤大輔,1964-4-3,
佐藤正午,1955-8-25,
佐藤賢一,1968-3-12,
佐藤亜有子,1969-10-19,
佐藤愛子,1910-1-28,1984-12-1
佐藤愛子,1923-11-5,
佐藤愛子,1973-10-22,
佐藤愛子,1983-10-18,
佐藤愛子,1986-4-28,
佐多稲子,1904-6-1,1998-10-12
笹本稜平,1951-10-9,
笹本祐一,1963-2-18,
笹本祐一,2003-12-5,
笹沢左保,1930-11-25,2002-10-22
佐々木味津三,1896-3-18,1934-2-6
佐々木丸美,1949-1-23,2005-12-25
佐々木丸美,2005-12-23,
佐々木敏,1942-7-31,
佐々木譲,1950-3-16,
桜庭一樹,1971-7-26,
鷺沢萠,1968-6-20,2004-4-11
佐川光晴,1965-2-8,
酒見賢一,1963-11-26,
堺屋太一,1935-7-13,
堺利彦,1871-1-15,1933-1-23
佐賀潜,1914-3-21,1970-8-31
早乙女貢,1926-1-1,2008-12-23
早乙女勝元,1932-3-26,
三枝和子,1929-3-31,2003-4-24
佐伯泰英,1942-2-14,
佐伯一麦,1959-7-21,
佐江衆一,1934-1-19,
斎藤緑雨,1868-1-24,
斎藤純,1957-1-5,
斎藤栄,1933-1-14,
斎藤綾子,1958-4-7,
今野敏,1955-9-27,
近藤史恵,1969-5-20,
今東光,1898-3-26,1977-9-19
今官一,1909-12-8,1983-3-1
米谷ふみ子,1930-11-15,
小峰元,1921-3-24,1994-5-22
五味康祐,1921-12-20,1980-4-1
駒田信二,1914-1-14,1994-12-27
小檜山博,1937-4-15,
小林泰三,1962-8-7,
小林信彦,1932-12-12,
小林多喜二,1903-10-13,1933-2-20
小林恭二,1957-11-9,
小林久三,1935-11-15,2006-9-1
小林久三,2006-9-1,
古処誠二,1970-3-10,
後藤明生,1932-4-4,1999-8-2
木谷恭介,1927-11-2,
小杉天外,1865-11-7,
小杉健治,1947-3-20,
小島信夫,1915-2-28,2006-10-26
小酒井不木,1890-10-8,1929-4-1
河野多惠子,1926-4-30,
幸田露伴,1867-8-22,
幸田文,1904-9-1,1990-10-31
神坂次郎,1927-3-2,
小泉喜美子,1934-2-2,1985-11-7
小池真理子,1952-10-28,
小池昌代,1959-7-17,
小嵐九八郎,1944-7-31,
玄侑宗久,1956-4-28,
源氏鶏太,1912-4-19,1985-9-12
玄月,1965-2-10,
桑原譲太郎,1952-2-17,
黒沼健,1902-5-1,1985-7-5
黒島伝治,1898-12-12,1943-10-17
黒川博行,1949-3-4,
黒岩重吾,1924-2-25,2003-3-7
黒井千次,1932-5-28,
胡桃沢耕史,1925-4-26,1994-3-22
車谷長吉,1945-7-1,
倉橋由美子,1935-10-10,2005-6-10
倉阪鬼一郎,1960-1-28,
倉知淳,1962-4-25,
久美沙織,1959-4-30,
熊谷達也,1958-4-25,
久保田万太郎,1889-11-7,1963-5-6
邦光史郎,1922-2-14,1996-8-11
国木田独歩,1871-8-30,
国枝史郎,1887-10-4,1943-4-8
久世光彦,1935-4-19,2006-3-2
久坂葉子,1931-3-27,1952-12-31
草上仁,1959-12-20,
日下圭介,1940-1-21,2006-2-12
金石範,1925-10-2,
金鶴泳,1938-9-14,1985-1-4
桐生典子,1956-12-2,
桐野夏生,1951-10-7,
京極夏彦,1963-3-26,
清岡卓行,1922-6-29,2006-6-3
木山捷平,1904-3-26,1968-8-23
木村毅,1894-2-12,1979-9-18
木下尚江,1869-10-12,
木根尚登,1957-9-26,
北山猛邦,1979-8-9,
北村薫,1949-12-28,
北原亞以子,1935-1-20,
北野勇作,1962-3-22,
北方謙三,1947-10-26,
北康利,1960-12-24,
北杜夫,1927-5-1,
紀田順一郎,1935-4-16,
貴司山治,1899-12-22,1973-11-20
木崎さと子,1939-11-6,
菊村到,1925-5-5,1999-4-3
菊地秀行,1949-9-25,
木々高太郎,1897-5-6,1969-10-31
かんべむさし,1948-1-16,
神林長平,1953-7-10,
上林暁,1902-10-6,1980-8-28
川又千秋,1948-12-4,
川野彰子,1964-9-11,
川田拓矢,1949-5-5,
川崎長太郎,1901-11-26,1985-11-6
川口松太郎,1899-10-1,1985-6-9
川上未映子,1976-8-29,
川上宗薫,1924-4-23,1985-10-13
川上健一,1949-8-7,
上司小剣,1874-12-15,1947-9-2
加納朋子,1966-10-19,
金原ひとみ,1983-8-8,
金城一紀,1968-10-29,
金井美恵子,1947-11-3,
上遠野浩平,1968-12-12,
加藤武雄,1888-5-3,1956-9-1
加藤周一,1919-9-19,2008-12-5
勝目梓,1932-6-20,
片山恭一,1959-1-5,
片岡義男,1940-3-20,
霞流一,1959-5-18,
梶山季之,1930-1-2,1975-5-11
梶尾真治,1947-12-24,
梶井基次郎,1901-2-17,1932-3-24
加治将一,1948-9-11,
葛西善蔵,1887-1-16,1928-7-23
笠井潔,1948-11-18,
景山民夫,1947-3-20,1998-1-27
角田光代,1967-3-8,
垣根涼介,1966-4-27,
鏡明,1948-1-2,
加賀乙彦,1929-4-22,
海渡英祐,1934-9-24,
開高健,1930-12-30,1989-12-9
海音寺潮五郎,1901-11-5,1977-12-1
恩田陸,1964-10-25,
小野不由美,1960-12-24,
小沼丹,1918-9-9,1996-11-8
乙川優三郎,1953-2-17,
乙一,1978-10-21,
落合信彦,1942-1-8,
落合恵子,1945-1-15,
小田実,1932-6-2,2007-7-30
小田嶽夫,1900-7-5,1979-6-2
織田作之助,1913-10-26,1947-1-10
長部日出雄,1934-9-3,
尾崎翠,1896-12-20,1971-7-8
尾崎士郎,1898-7-2,1964-2-19
尾崎紅葉,1868-1-10,
尾崎一雄,1899-12-25,1983-3-31
小栗虫太郎,1901-3-14,1946-2-10
小栗風葉,1875-2-3,1926-1-15
小熊秀雄,1901-9-9,1940-11-20
奥田英朗,1959-10-23,
奥泉光,1956-2-6,
荻原浩,1956-6-30,
荻野アンナ,1956-11-7,
小川洋子,1962-3-30,
小川未明,1882-4-7,1961-5-11
小川国夫,1927-12-21,2008-4-8
岡本好古,1931-11-3,
岡本綺堂,1872-11-15,
岡本かの子,1889-3-1,1939-2-18
岡松和夫,1931-6-23,
大藪春彦,1935-2-22,1996-2-26
大原まり子,1959-3-20,
大原富枝,1912-9-28,2000-1-27
大橋乙羽,1869-7-10,
大庭みな子,1930-11-11,2007-5-24
大西巨人,1919-8-20,
大鶴義丹,1968-4-24,
大槻ケンヂ,1966-2-6,
大塚楠緒子,1875-8-9,1910-11-9
大塚英志,1958-8-28,
大谷羊太郎,1931-2-16,
太田蘭三,1929-4-19,
大田洋子,1906-11-18,1963-12-10
太田忠司,1959-2-24,
大下英治,1944-6-7,
大沢在昌,1956-3-8,
大崎善生,1957-12-11,
大岡玲,1958-10-16,
大江賢次,1905-9-20,1987-2-1
大石圭,1961-5-10,
大石英司,1961-4-8,
逢坂剛,1943-11-1,
円地文子,1905-10-2,1986-11-12
江見水蔭,1869-9-17,
海老沢泰久,1950-1-22,
江國香織,1964-3-21,
江口渙,1887-7-20,1975-1-18
江上剛,1954-1-7,
海野十三,1897-12-26,1949-5-17
浦賀和宏,1978-12-8,
梅崎春生,1915-2-15,1965-7-19
冲方丁,1977-2-14,
宇能鴻一郎,1934-4-25,
宇野千代,1897-11-28,1996-6-10
宇野浩二,1891-7-26,1961-9-21
宇月原晴明,1963-12-15,
内田魯庵,1868-4-27,
内田康夫,1934-11-15,
内田幹樹,2006-12-5,
内田幹樹,2006-12-5,
打海文三,1947-10-23,2007-10-9
歌野晶午,1961-9-26,
臼井吉見,1905-6-17,1987-7-12
薄井ゆうじ,1949-1-1,
上野哲也,1954-1-10,
宇江佐真理,1949-10-20,
岩本隆雄,1959-4-6,
岩下俊作,1906-11-16,1980-1-30
岩阪恵子,1946-6-17,
岩井志麻子,1964-12-5,
今江祥智,1932-1-15,
井伏鱒二,1898-2-15,1993-7-10
井上祐美子,1958-11-4,
井上祐美子,2007-2-25,
井上光晴,1926-5-15,1992-5-30
井上荒野,1961-2-4,
稲見一良,1931-1-1,1994-2-24
稲葉稔,1929-9-14,2006-10-15
稲垣足穂,1900-12-26,1977-10-25
伊藤たかみ,1971-4-5,
いとうせいこう,1961-3-19,
伊藤整,1905-1-16,1969-11-15
伊藤桂一,1917-8-23,
井出孫六,1931-9-26,
市川拓司,1962-10-7,
泉麻人,1956-4-8,
伊集院静,1950-2-9,
石橋思案,1867-7-3,
石田衣良,1960-3-28,
石川達三,1905-7-2,1985-1-31
石川淳,1899-3-7,1987-12-29
石川英輔,1933-9-30,
井沢元彦,1954-2-1,
池宮彰一郎,1923-5-16,2007-5-6
池澤夏樹,1945-7-7,
池上永一,1970-5-24,
池井戸潤,1963-6-16,
幾瀬勝彬,1921-8-15,1995-4-21
生島治郎,1933-1-25,2003-3-2
飯野文彦,1961-6-16,
伊井直行,1953-9-1,
安西篤子,1927-8-11,
淡島寒月,1859-11-17,
泡坂妻夫,1933-5-9,
有吉玉青,1963-11-16,
有馬頼義,1918-2-14,1980-4-15
有栖川有栖,1959-4-26,
荒巻義雄,1933-4-12,
嵐山光三郎,1942-1-10,
新井素子,1960-8-8,
新井満,1946-5-7,
新井紀一,1890-2-22,1966-3-13
新井克昌,1936-8-2,
鮎川哲也,1919-2-14,2002-9-24
綾辻行人,1960-12-23,
天城一,1919-1-11,2007-11-9
安部龍太郎,1955-6-20,
阿部牧郎,1933-9-4,
安部譲二,1937-5-17,
阿部和重,1968-9-23,
阿部昭,1934-9-22,1989-5-19
我孫子武丸,1962-10-7,
阿刀田高,1935-1-13,
安土敏,1937-7-12,
梓林太郎,1933-1-20,
飛鳥部勝則,1964-10-18,
飛鳥高,1921-2-12,
芦辺拓,1958-5-21,
芦原すなお,1949-9-13,
芦原すなお,2005-3-26,
浅暮三文,1959-3-21,
浅倉卓弥,1966-7-13,
秋月達郎,1959-5-15,
赤瀬川隼,1931-11-5,
赤瀬川原平,1937-3-27,
赤坂真理,1964-5-13,
赤江瀑,1933-4-22,
青山光二,1913-2-23,2008-10-29
青野聰,1943-7-27,
青木玉,1929-11-30,
饗庭篁村,1855-9-25,1922-6-20
愛川晶,1957-5-30,
